Agency,UZA Name,Mode,Year,UPT,VRM,Organization Type,city,state,Service Area SQ Miles,Avg Cost Per Trip FY,Avg Fares Per Trip FY,tci,jobs,trips/week,routes,%transit,population
Virginia Railway Express,"Washington--Arlington, DC--VA--MD",CR,2010,4151863,1840628,Independent Public Agency or Authority of Transit Service,Woodbridge,VA,730.0,62.3666755328218,9.50731594202898,0.7,19953,518,5,0.031,42663
Chattanooga Area Regional Transportation Authority,"Chattanooga, TN--GA",IP,2010,358656,14208,"City, County or Local Government Unit or Department of Transportation",Chattanooga,TN,289.0,5.01634335401539,6.50138316425865,0.5,29469,462,3,0.016,184149
City of Memphis,"Memphis, TN--MS--AR",LR,2010,1092605,298763,"City, County or Local Government Unit or Department of Transportation",Memphis,TN,254.0,3.58503456731968,0.664690071767021,0.5,45900,501,3,0.01,627640
City of Charlotte North Carolina,"Charlotte, NC--SC",LR,2010,4799475,673858,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,675.0,11.5936234537138,1.3110225736449,0.7,131798,1128,4,0.031,857940
Metropolitan Atlanta Rapid Transit Authority,"Atlanta, GA",HR,2010,76930756,20698019,Independent Public Agency or Authority of Transit Service,Atlanta,GA,605.0,8.25454242718684,1.43513316791868,1.9,257838,2523,10,0.096,494513
County of Miami-Dade,"Miami--Fort Lauderdale, FL",HR,2010,17437733,6791530,"City, County or Local Government Unit or Department of Transportation",Miami,FL,306.0,10.1509192003321,1.07467174109841,2.7,293807,4935,11,0.084,441830
County of Miami-Dade,"Miami--Fort Lauderdale, FL",MG,2010,8272794,1211912,"City, County or Local Government Unit or Department of Transportation",Miami,FL,306.0,5.83092289121068,0.0,2.7,293807,4935,11,0.084,441830
Jacksonville Transportation Authority,"Jacksonville, FL",MG,2010,500299,177405,Independent Public Agency or Authority of Transit Service,Jacksonville,FL,1807.0,27.434022039947,0.0,0.4,38618,684,3,0.015,952608
Hillsborough Area Regional Transit Authority,"Tampa--St. Petersburg, FL",LR,2010,479967,71067,Independent Public Agency or Authority of Transit Service,Tampa,FL,418.0,5.06449331519108,1.13214625098863,0.7,146486,991,4,0.019,383344
South Florida Regional Transportation Authority,"Miami--Fort Lauderdale, FL",CR,2010,3643750,2825253,Independent Public Agency or Authority of Transit Service,Pompano Beach,FL,32.0,32.8519704906211,3.31489171141496,0.6,132676,973,3,0.02,110991
City of Kenosha,"Kenosha, WI",LR,2010,53403,17060,"City, County or Local Government Unit or Department of Transportation",Kenosha,WI,27.0,5.35349089819462,0.5,1.3,23740,599,7,0.013,94295
The Greater Cleveland Regional Transit Authority,"Cleveland, OH",HR,2010,5066389,1286636,Independent Public Agency or Authority of Transit Service,Cleveland,OH,458.0,11.4397876130865,1.1651248638527,1.4,153684,2368,6,0.083,370278
The Greater Cleveland Regional Transit Authority,"Cleveland, OH",LR,2010,2691243,664413,Independent Public Agency or Authority of Transit Service,Cleveland,OH,458.0,19.6120843420987,1.57179665706609,1.4,153684,2368,6,0.083,370278
Metro Transit,"Minneapolis--St. Paul, MN",CR,2010,710426,601995,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,465.0,119.260453400504,3.326880172724,2.9,329428,4192,12,0.11,426877
Metro Transit,"Minneapolis--St. Paul, MN",LR,2010,10423862,2013961,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,465.0,6.36891965806475,0.888992689225925,2.9,329428,4192,12,0.11,426877
Chicago Transit Authority,"Chicago, IL--IN",HR,2010,210849074,64960049,Independent Public Agency or Authority of Transit Service,Chicago,IL,283.0,6.17551691765334,1.31699996270663,3.9,545242,6082,11,0.251,2723878
Northern Indiana Commuter Transportation District,"Chicago, IL--IN",CR,2010,3714147,3417490,Independent Public Agency or Authority of Transit Service,Chesterton,IN,1970.0,40.3285716344126,6.1896097550752,0.0,51,3,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,"Chicago, IL--IN",CR,2010,70482178,43081489,Independent Public Agency or Authority of Transit Service,Chicago,IL,3947.0,39.2077654519985,4.63013992990007,3.9,545242,6082,11,0.251,2723878
Detroit Transportation Corporation,"Detroit, MI",MG,2010,2216800,538540,Independent Public Agency or Authority of Transit Service,Detroit,MI,3.0,25.3473784064604,0.372632575757576,1.1,108498,1558,6,0.069,637041
Fort Worth Transportation Authority,"Dallas--Fort Worth--Arlington, TX",CR,2010,1034900,632653,Independent Public Agency or Authority of Transit Service,Fort Worth,TX,350.0,56.5743144305001,2.77862142457394,0.6,27240,1142,2,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas","Houston, TX",LR,2010,10484157,893592,Independent Public Agency or Authority of Transit Service,Houston,TX,1309.0,8.5330203699075,0.185331199997191,0.8,184921,1837,4,0.036,2482229
New Orleans Regional Transit Authority,"New Orleans, LA",LR,2010,5931758,947790,Independent Public Agency or Authority of Transit Service,New Orleans,LA,75.0,3.65882796474662,0.912318803412724,1.4,83640,1666,6,0.06,380408
Rock Region Metropolitan Transit Authority,"Little Rock, AR",LR,2010,107079,52687,Independent Public Agency or Authority of Transit Service,North Little Rock,AR,111.0,6.91401231852178,0.531705528669893,0.2,32779,302,2,0.014,60050
Capital Metropolitan Transportation Authority,"Austin, TX",CR,2010,174231,92051,Independent Public Agency or Authority of Transit Service,Austin,TX,549.0,57.0499884094446,0.260216246647018,1.0,152170,1907,5,0.032,943530
Dallas Area Rapid Transit,"Dallas--Fort Worth--Arlington, TX",CR,2010,2412742,1216645,Independent Public Agency or Authority of Transit Service,Dallas,TX,698.0,38.3109353462769,3.15041008208683,1.0,177968,2075,5,0.03,1330798
Dallas Area Rapid Transit,"Dallas--Fort Worth--Arlington, TX",LR,2010,20895673,5097998,Independent Public Agency or Authority of Transit Service,Dallas,TX,698.0,11.2416384603209,0.710960046230889,1.0,177968,2075,5,0.03,1330798
Rio Metro Regional Transit District,"Albuquerque, NM",CR,2010,1165687,1415143,Independent Public Agency or Authority of Transit Service,Albuquerque,NM,990.0,81.2984895831425,1.71456125375956,0.5,68453,640,3,0.015,543444
Bi-State Development Agency of the Missouri-Illinois Metropolitan District,"St. Louis, MO--IL",LR,2010,15776273,6076267,Independent Public Agency or Authority of Transit Service,Saint Louis,MO,558.0,14.8942873237702,1.13900328014932,1.5,163458,1809,6,0.071,298018
Utah Transit Authority,"Salt Lake City, UT",CR,2010,1475965,2044453,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,607.0,15.522884317913,1.17655100063694,1.6,195858,2682,8,0.065,204659
Utah Transit Authority,"Salt Lake City, UT",LR,2010,13404433,3008756,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,607.0,8.90907591909617,0.93545532170743,1.6,195858,2682,8,0.065,204659
Denver Regional Transportation District,"Denver--Aurora, CO",LR,2010,19831726,7967881,Independent Public Agency or Authority of Transit Service,Denver,CO,2342.0,12.6675213522257,0.940471374509256,1.7,232676,2264,8,0.062,710800
San Francisco Bay Area Rapid Transit District,"San Francisco--Oakland, CA",HR,2010,108275088,62306350,Independent Public Agency or Authority of Transit Service,Oakland,CA,80.0,15.3779959277636,3.69556988818987,3.4,349171,4379,15,0.208,437832
Santa Clara Valley Transportation Authority,"San Jose, CA",LR,2010,9746920,3074561,Independent Public Agency or Authority of Transit Service,San Jose,CA,346.0,29.5163682881098,1.1132666008809,1.5,150209,2424,6,0.037,982926
City and County of San Francisco,"San Francisco--Oakland, CA",CC,2010,7181689,337240,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,49.0,25.3058289865522,6.42869781086248,7.4,596446,9616,20,0.312,851036
City and County of San Francisco,"San Francisco--Oakland, CA",LR,2010,47414717,5877779,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,49.0,9.26557178268749,0.474917304911107,7.4,596446,9616,20,0.312,851036
Sacramento Regional Transit District,"Sacramento, CA",LR,2010,14012476,3958935,Independent Public Agency or Authority of Transit Service,Sacramento,CA,291.0,13.5237190844369,1.10618164704963,1.7,131535,1135,9,0.027,516615
San Diego Metropolitan Transit System,"San Diego, CA",LR,2010,30514609,7618162,Independent Public Agency or Authority of Transit Service,San Diego,CA,902.0,3.61431286507528,0.739698579868262,1.2,109389,1941,5,0.037,1384593
North County Transit District,"San Diego, CA",CR,2010,1282696,1256805,Independent Public Agency or Authority of Transit Service,Oceanside,CA,340.0,57.6572149736482,4.15365800309694,0.9,39508,992,5,0.024,173925
North County Transit District,"San Diego, CA",LR,2010,2101773,510111,Independent Public Agency or Authority of Transit Service,Oceanside,CA,340.0,6.03418212208204,0.980385000377729,0.9,39508,992,5,0.024,173925
Peninsula Corridor Joint Powers Board,"San Francisco--Oakland, CA",CR,2010,12213144,6461689,Independent Public Agency or Authority of Transit Service,San Carlos,CA,425.0,24.6563712009328,6.1793176268048,1.2,144392,837,5,0.051,28846
Southern California Regional Rail Authority,"Los Angeles--Long Beach--Anaheim, CA",CR,2010,11151157,10120947,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,2291.0,75.1559927029295,9.26914373911137,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,"Los Angeles--Long Beach--Anaheim, CA",HR,2010,47434970,5893332,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,4629.0,7.16259817326008,0.411129644838223,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,"Los Angeles--Long Beach--Anaheim, CA",LR,2010,48161730,9964716,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,4629.0,13.5962145433731,0.35972611986719,2.3,424333,4140,10,0.085,3880512
Altamont Corridor Express,"Stockton, CA",CR,2010,676958,347838,Independent Public Agency or Authority of Transit Service,Stockton,CA,28.0,76.1868564251061,8.07018364671716,1.3,40460,722,7,0.014,312413
"Valley Metro Rail, Inc.","Phoenix--Mesa--Scottsdale, AZ",LR,2010,12616937,2560106,Other Publicly-Owned or Privately Chartered Corporation,Phoenix,AZ,47.0,6.5811597153633,0.726788943577767,0.7,166824,1472,4,0.026,1596596
King County,"Seattle--Tacoma, WA",LR,2011,714461,61727,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,2134.0,4.37943651102925,0.553756433168949,4.9,403896,4783,19,0.214,734731
Tri-County Metropolitan Transportation District of Oregon,"Portland, OR--WA",CR,2011,400811,156909,Independent Public Agency or Authority of Transit Service,Portland,OR,376.0,20.3965607325261,1.01772535496428,2.6,218492,3517,10,0.109,641885
Tri-County Metropolitan Transportation District of Oregon,"Portland, OR--WA",LR,2011,45882927,7953829,Independent Public Agency or Authority of Transit Service,Portland,OR,376.0,9.62637821026598,0.898112266032977,2.6,218492,3517,10,0.109,641885
City of Seattle,"Seattle--Tacoma, WA",MG,2011,1890867,217388,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,83.0,2.96388766717393,2.91086227158419,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,"Seattle--Tacoma, WA",CR,2011,2543954,1498423,Independent Public Agency or Authority of Transit Service,Seattle,WA,1089.0,43.350336123972,2.85082451896653,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,"Seattle--Tacoma, WA",LR,2011,973936,82565,Independent Public Agency or Authority of Transit Service,Seattle,WA,1089.0,8.88844042063662,1.21713443748976,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,"Seattle--Tacoma, WA",LR,2011,7815737,2449259,Independent Public Agency or Authority of Transit Service,Seattle,WA,1089.0,5.76983565915496,1.53399943627772,4.9,403896,4783,19,0.214,734731
Alaska Railroad Corporation,"Anchorage, AK",AR,2011,115191,99269,State Government Unit or Department of Transportation,Anchorage,AK,266.0,268.941064790582,160.249505398476,0.4,51758,750,3,0.015,290674
Massachusetts Bay Transportation Authority,"Boston, MA--NH",CR,2011,36429353,23584075,Independent Public Agency or Authority of Transit Service,Boston,MA,3244.0,20.3345511067069,4.79423270509342,7.1,732061,5983,14,0.306,665942
Massachusetts Bay Transportation Authority,"Boston, MA--NH",HR,2011,160512019,23668086,Independent Public Agency or Authority of Transit Service,Boston,MA,3244.0,4.49772143324364,1.53271912187322,7.1,732061,5983,14,0.306,665942
Massachusetts Bay Transportation Authority,"Boston, MA--NH",LR,2011,73233159,5810610,Independent Public Agency or Authority of Transit Service,Boston,MA,3244.0,5.32054511351991,1.28864486067863,7.1,732061,5983,14,0.306,665942
Connecticut Department of Transportation,"Hartford, CT",CR,2011,614089,1024969,State Government Unit or Department of Transportation,Newington,CT,171.0,134.766863514102,6.3168943184721,1.1,0,2451,6,0.013,30458
Northern New England Passenger Rail Authority,"Portland, ME",CR,2011,518483,1909547,Independent Public Agency or Authority of Transit Service,Portland,ME,3706.0,50.9837146900301,20.155367734053,2.2,66841,1506,9,0.026,68352
Niagara Frontier Transportation Authority,"Buffalo, NY",LR,2011,6973287,1001808,Independent Public Agency or Authority of Transit Service,Buffalo,NY,336.0,12.0426570940541,1.30169305631832,2.2,132530,1661,8,0.092,276688
Port Authority Transit Corporation,"Philadelphia, PA--NJ--DE--MD",HR,2011,10506369,4286012,Independent Public Agency or Authority of Transit Service,Camden,NJ,16.0,10.8383393711976,2.36238135738868,2.6,375747,2469,1,0.122,71799
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York--Jersey City--Newark, NY--NJ",CR,2011,80364379,58047716,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,527.0,24.2004341812688,8.41318942191887,8.7,1296548,13960,19,0.544,8621501
New Jersey Transit Corporation,"New York--Jersey City--Newark, NY--NJ",CR,2011,80206477,62038376,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,5325.0,24.4614111990785,7.062002533205,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,"New York--Jersey City--Newark, NY--NJ",LR,2011,5584115,516202,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,5325.0,7.28412821419705,0.991414510289936,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,"New York--Jersey City--Newark, NY--NJ",LR,2011,15722031,3167345,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,5325.0,8.43414812540122,0.53706361200171,4.8,282108,5486,2,0.212,307355
Port Authority Trans-Hudson Corporation,"New York--Jersey City--Newark, NY--NJ",HR,2011,86093955,12631792,Independent Public Agency or Authority of Transit Service,New York,NY,226.0,10.0211749072654,2.43312567162522,8.7,1296548,13960,19,0.544,8621501
Staten Island Rapid Transit Operating Authority,"New York--Jersey City--Newark, NY--NJ",HR,2011,7516908,2399045,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,59.0,13.5547055701508,0.65299535151799,8.7,1296548,13960,19,0.544,8621501
MTA Long Island Rail Road,"New York--Jersey City--Newark, NY--NJ",CR,2011,98081900,62924505,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,2967.0,25.4690847358046,6.7864969133796,8.7,1296548,13960,19,0.544,8621501
Cambria County Transit Authority,"Johnstown, PA",IP,2011,88460,3526,Independent Public Agency or Authority of Transit Service,Johnstown,PA,688.0,30.9261625315703,0.0,3.0,13224,1171,8,0.057,18422
Southeastern Pennsylvania Transportation Authority,"Philadelphia, PA--NJ--DE--MD",CR,2011,35092879,17912117,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,844.0,16.5626148935428,3.87438447317185,4.6,367544,5229,12,0.23,1593208
Southeastern Pennsylvania Transportation Authority,"Philadelphia, PA--NJ--DE--MD",HR,2011,98390526,16976069,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,844.0,4.14658442381391,0.879975871572353,4.6,367544,5229,12,0.23,1593208
Southeastern Pennsylvania Transportation Authority,"Philadelphia, PA--NJ--DE--MD",LR,2011,32576518,3480525,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,844.0,2.13287140384607,0.875877392755033,4.6,367544,5229,12,0.23,1593208
Pittsburgh Regional Transit,"Pittsburgh, PA",IP,2011,627530,17807,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,775.0,8.32243848918901,1.14990513484188,3.9,260426,4552,18,0.162,303843
Pittsburgh Regional Transit,"Pittsburgh, PA",IP,2011,504433,23291,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,775.0,0.268088367573201,1.86119018957914,3.9,260426,4552,18,0.162,303843
Pittsburgh Regional Transit,"Pittsburgh, PA",LR,2011,6751023,2289521,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,775.0,24.1981513120049,0.924069629146431,3.9,260426,4552,18,0.162,303843
Washington Metropolitan Area Transit Authority,"Washington--Arlington, DC--VA--MD",HR,2011,287615856,68083631,Independent Public Agency or Authority of Transit Service,Washington,DC,1108.0,11.7044756343657,1.82543095920609,5.3,545507,7528,20,0.329,670587
Maryland Transit Administration,"Baltimore, MD",CR,2011,8285811,6896041,State Government Unit or Department of Transportation,Baltimore,MD,2560.0,46.8836941196747,6.31799225132868,3.5,255135,3787,12,0.148,584548
Maryland Transit Administration,"Baltimore, MD",HR,2011,14939578,4531948,State Government Unit or Department of Transportation,Baltimore,MD,2560.0,41.2149052300701,0.714463055814179,3.5,255135,3787,12,0.148,584548
Maryland Transit Administration,"Baltimore, MD",LR,2011,8623168,3157119,State Government Unit or Department of Transportation,Baltimore,MD,2560.0,11.3566060069565,0.714542460583807,3.5,255135,3787,12,0.148,584548
Pennsylvania Department of Transportation,"Philadelphia, PA--NJ--DE--MD",CR,2011,566759,2172784,State Government Unit or Department of Transportation,Harrisburg,PA,2092.0,53.4360662477464,40.8174151158317,3.3,81287,1328,15,0.061,50055
Virginia Railway Express,"Washington--Arlington, DC--VA--MD",CR,2011,4719363,1978934,Independent Public Agency or Authority of Transit Service,Woodbridge,VA,730.0,62.3666755328218,9.50731594202898,0.7,19953,518,5,0.031,42663
Transportation District Commission of Hampton Roads,"Virginia Beach--Norfolk, VA",LR,2011,639031,156958,Independent Public Agency or Authority of Transit Service,Hampton,VA,438.0,16.8852018823684,1.14763797903476,0.5,25708,661,3,0.016,137217
Chattanooga Area Regional Transportation Authority,"Chattanooga, TN--GA",IP,2011,355856,14751,"City, County or Local Government Unit or Department of Transportation",Chattanooga,TN,289.0,5.01634335401539,6.50138316425865,0.5,29469,462,3,0.016,184149
City of Memphis,"Memphis, TN--MS--AR",LR,2011,1157427,294536,"City, County or Local Government Unit or Department of Transportation",Memphis,TN,254.0,3.58503456731968,0.664690071767021,0.5,45900,501,3,0.01,627640
City of Charlotte North Carolina,"Charlotte, NC--SC",LR,2011,4796202,852904,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,675.0,11.5936234537138,1.3110225736449,0.7,131798,1128,4,0.031,857940
Metropolitan Atlanta Rapid Transit Authority,"Atlanta, GA",HR,2011,74236211,17584548,Independent Public Agency or Authority of Transit Service,Atlanta,GA,605.0,8.25454242718684,1.43513316791868,1.9,257838,2523,10,0.096,494513
County of Miami-Dade,"Miami--Fort Lauderdale, FL",HR,2011,18295495,6895320,"City, County or Local Government Unit or Department of Transportation",Miami,FL,306.0,10.1509192003321,1.07467174109841,2.7,293807,4935,11,0.084,441830
County of Miami-Dade,"Miami--Fort Lauderdale, FL",MG,2011,9181225,1189554,"City, County or Local Government Unit or Department of Transportation",Miami,FL,306.0,5.83092289121068,0.0,2.7,293807,4935,11,0.084,441830
Jacksonville Transportation Authority,"Jacksonville, FL",MG,2011,491757,168368,Independent Public Agency or Authority of Transit Service,Jacksonville,FL,1807.0,27.434022039947,0.0,0.4,38618,684,3,0.015,952608
Hillsborough Area Regional Transit Authority,"Tampa--St. Petersburg, FL",LR,2011,383785,74800,Independent Public Agency or Authority of Transit Service,Tampa,FL,418.0,5.06449331519108,1.13214625098863,0.7,146486,991,4,0.019,383344
South Florida Regional Transportation Authority,"Miami--Fort Lauderdale, FL",CR,2011,3947814,2858772,Independent Public Agency or Authority of Transit Service,Pompano Beach,FL,32.0,32.8519704906211,3.31489171141496,0.6,132676,973,3,0.02,110991
City of Kenosha,"Kenosha, WI",LR,2011,43164,16774,"City, County or Local Government Unit or Department of Transportation",Kenosha,WI,27.0,5.35349089819462,0.5,1.3,23740,599,7,0.013,94295
The Greater Cleveland Regional Transit Authority,"Cleveland, OH",HR,2011,5687889,1531615,Independent Public Agency or Authority of Transit Service,Cleveland,OH,458.0,11.4397876130865,1.1651248638527,1.4,153684,2368,6,0.083,370278
The Greater Cleveland Regional Transit Authority,"Cleveland, OH",LR,2011,2745106,654116,Independent Public Agency or Authority of Transit Service,Cleveland,OH,458.0,19.6120843420987,1.57179665706609,1.4,153684,2368,6,0.083,370278
Metro Transit,"Minneapolis--St. Paul, MN",CR,2011,703427,536312,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,465.0,119.260453400504,3.326880172724,2.9,329428,4192,12,0.11,426877
Metro Transit,"Minneapolis--St. Paul, MN",LR,2011,10400854,2054648,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,465.0,6.36891965806475,0.888992689225925,2.9,329428,4192,12,0.11,426877
Chicago Transit Authority,"Chicago, IL--IN",HR,2011,221587186,64446021,Independent Public Agency or Authority of Transit Service,Chicago,IL,283.0,6.17551691765334,1.31699996270663,3.9,545242,6082,11,0.251,2723878
Northern Indiana Commuter Transportation District,"Chicago, IL--IN",CR,2011,3706293,3432632,Independent Public Agency or Authority of Transit Service,Chesterton,IN,1970.0,40.3285716344126,6.1896097550752,0.0,51,3,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,"Chicago, IL--IN",CR,2011,72305980,42802599,Independent Public Agency or Authority of Transit Service,Chicago,IL,3947.0,39.2077654519985,4.63013992990007,3.9,545242,6082,11,0.251,2723878
Detroit Transportation Corporation,"Detroit, MI",MG,2011,2285358,500620,Independent Public Agency or Authority of Transit Service,Detroit,MI,3.0,25.3473784064604,0.372632575757576,1.1,108498,1558,6,0.069,637041
Fort Worth Transportation Authority,"Dallas--Fort Worth--Arlington, TX",CR,2011,790106,1296456,Independent Public Agency or Authority of Transit Service,Fort Worth,TX,350.0,56.5743144305001,2.77862142457394,0.6,27240,1142,2,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas","Houston, TX",LR,2011,10787896,912899,Independent Public Agency or Authority of Transit Service,Houston,TX,1309.0,8.5330203699075,0.185331199997191,0.8,184921,1837,4,0.036,2482229
New Orleans Regional Transit Authority,"New Orleans, LA",LR,2011,6602396,926132,Independent Public Agency or Authority of Transit Service,New Orleans,LA,75.0,3.65882796474662,0.912318803412724,1.4,83640,1666,6,0.06,380408
Rock Region Metropolitan Transit Authority,"Little Rock, AR",LR,2011,100402,42063,Independent Public Agency or Authority of Transit Service,North Little Rock,AR,111.0,6.91401231852178,0.531705528669893,0.2,32779,302,2,0.014,60050
Capital Metropolitan Transportation Authority,"Austin, TX",CR,2011,469328,196967,Independent Public Agency or Authority of Transit Service,Austin,TX,549.0,57.0499884094446,0.260216246647018,1.0,152170,1907,5,0.032,943530
Dallas Area Rapid Transit,"Dallas--Fort Worth--Arlington, TX",CR,2011,2364735,1139013,Independent Public Agency or Authority of Transit Service,Dallas,TX,698.0,38.3109353462769,3.15041008208683,1.0,177968,2075,5,0.03,1330798
Dallas Area Rapid Transit,"Dallas--Fort Worth--Arlington, TX",LR,2011,26996149,7377373,Independent Public Agency or Authority of Transit Service,Dallas,TX,698.0,11.2416384603209,0.710960046230889,1.0,177968,2075,5,0.03,1330798
Denton County Transportation Authority,"Denton--Lewisville, TX",CR,2011,214966,257907,Independent Public Agency or Authority of Transit Service,Lewisville,TX,156.0,25.315853236414,1.45851221566105,0.0,1367,56,0,0.007,122973
Rio Metro Regional Transit District,"Albuquerque, NM",CR,2011,1242174,1370680,Independent Public Agency or Authority of Transit Service,Albuquerque,NM,990.0,81.2984895831425,1.71456125375956,0.5,68453,640,3,0.015,543444
Bi-State Development Agency of the Missouri-Illinois Metropolitan District,"St. Louis, MO--IL",LR,2011,16505238,6302034,Independent Public Agency or Authority of Transit Service,Saint Louis,MO,558.0,14.8942873237702,1.13900328014932,1.5,163458,1809,6,0.071,298018
Utah Transit Authority,"Salt Lake City, UT",CR,2011,1641145,1923494,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,607.0,15.522884317913,1.17655100063694,1.6,195858,2682,8,0.065,204659
Utah Transit Authority,"Salt Lake City, UT",LR,2011,15297750,4070375,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,607.0,8.90907591909617,0.93545532170743,1.6,195858,2682,8,0.065,204659
Denver Regional Transportation District,"Denver--Aurora, CO",LR,2011,20694715,7951001,Independent Public Agency or Authority of Transit Service,Denver,CO,2342.0,12.6675213522257,0.940471374509256,1.7,232676,2264,8,0.062,710800
San Francisco Bay Area Rapid Transit District,"San Francisco--Oakland, CA",HR,2011,114325389,63698492,Independent Public Agency or Authority of Transit Service,Oakland,CA,80.0,15.3779959277636,3.69556988818987,3.4,349171,4379,15,0.208,437832
Santa Clara Valley Transportation Authority,"San Jose, CA",LR,2011,10219464,3058029,Independent Public Agency or Authority of Transit Service,San Jose,CA,346.0,29.5163682881098,1.1132666008809,1.5,150209,2424,6,0.037,982926
City and County of San Francisco,"San Francisco--Oakland, CA",CC,2011,7684407,278058,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,49.0,25.3058289865522,6.42869781086248,7.4,596446,9616,20,0.312,851036
City and County of San Francisco,"San Francisco--Oakland, CA",LR,2011,50794456,5645934,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,49.0,9.26557178268749,0.474917304911107,7.4,596446,9616,20,0.312,851036
Sacramento Regional Transit District,"Sacramento, CA",LR,2011,12816310,3830834,Independent Public Agency or Authority of Transit Service,Sacramento,CA,291.0,13.5237190844369,1.10618164704963,1.7,131535,1135,9,0.027,516615
San Diego Metropolitan Transit System,"San Diego, CA",LR,2011,32748836,7558227,Independent Public Agency or Authority of Transit Service,San Diego,CA,902.0,3.61431286507528,0.739698579868262,1.2,109389,1941,5,0.037,1384593
North County Transit District,"San Diego, CA",CR,2011,1547312,1373686,Independent Public Agency or Authority of Transit Service,Oceanside,CA,340.0,57.6572149736482,4.15365800309694,0.9,39508,992,5,0.024,173925
North County Transit District,"San Diego, CA",LR,2011,2398476,608608,Independent Public Agency or Authority of Transit Service,Oceanside,CA,340.0,6.03418212208204,0.980385000377729,0.9,39508,992,5,0.024,173925
Peninsula Corridor Joint Powers Board,"San Francisco--Oakland, CA",CR,2011,12324278,6324098,Independent Public Agency or Authority of Transit Service,San Carlos,CA,425.0,24.6563712009328,6.1793176268048,1.2,144392,837,5,0.051,28846
Southern California Regional Rail Authority,"Los Angeles--Long Beach--Anaheim, CA",CR,2011,11744628,10939199,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,2291.0,75.1559927029295,9.26914373911137,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,"Los Angeles--Long Beach--Anaheim, CA",HR,2011,46964495,5986683,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,4629.0,7.16259817326008,0.411129644838223,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,"Los Angeles--Long Beach--Anaheim, CA",LR,2011,50797884,10462902,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,4629.0,13.5962145433731,0.35972611986719,2.3,424333,4140,10,0.085,3880512
Altamont Corridor Express,"Stockton, CA",CR,2011,756719,784253,Independent Public Agency or Authority of Transit Service,Stockton,CA,28.0,76.1868564251061,8.07018364671716,1.3,40460,722,7,0.014,312413
"Valley Metro Rail, Inc.","Phoenix--Mesa--Scottsdale, AZ",LR,2011,13161638,2406686,Other Publicly-Owned or Privately Chartered Corporation,Phoenix,AZ,47.0,6.5811597153633,0.726788943577767,0.7,166824,1472,4,0.026,1596596
